3699,1072,78223,6349,4049,19052,17.8,3.0,20795,21.0,2.9,857,80,22.2,13432,236,80,138555,27,73,8979,4320,1,
1737,153,11866,877,102,2503,16.4,2.8,1287,9.8,0.6,89,11,28.1,1180,4,4,16469,1,14,674,466,1,
1723,119,8779,699,0,1910,16.1,2.7,843,8.8,0.0,68,7,28.1,795,0,0,11991,1,3,471,308,1,
1725,161,12650,975,102,2708,16.8,2.8,1415,10.1,0.6,95,11,28.5,1244,4,4,17648,1,36,701,478,1,
1731,165,12865,1005,102,2750,16.7,2.7,1424,10.0,0.6,96,11,28.6,1251,4,4,17899,1,36,705,481,1,
4292,204,14147,1237,0,3057,15.0,2.5,898,6.0,0.0,124,23,24.7,810,0,0,22619,1,1,470,333,1,
4294,201,13984,1224,0,3020,15.0,2.5,885,6.0,0.0,123,23,24.6,804,0,0,22341,1,1,457,338,1,
4295,201,13965,1223,0,3008,15.0,2.5,885,6.0,0.0,123,23,24.5,801,0,0,22316,1,1,454,338,1,
2879,320,29325,2524,322,7199,22.5,2.8,4195,12.5,0.8,150,10,48.0,2646,22,13,42222,12,6,1343,1225,1,
3273,88,8714,597,247,1780,20.2,2.8,1024,10.5,2.1,74,7,24.1,1184,19,7,11776,28,18,690,435,0,
1738,137,10983,805,56,2340,17.1,2.9,983,8.2,0.4,81,9,28.9,1089,2,2,14769,1,14,642,414,1,
887,113,7235,581,749,2129,18.8,3.6,2244,23.7,5.7,100,12,21.3,1468,43,15,13232,0,1,852,615,0,
1524,82,11593,571,1198,2320,28.3,4.0,1409,10.8,7.6,64,11,36.3,4499,631,11,15680,0,17,1951,2497,0,
314,312,31028,1738,1670,5613,18.0,3.2,3754,10.8,3.6,204,22,27.5,2865,76,36,45984,2,8,1588,1215,1,
3808,276,33183,1756,2082,7505,27.2,4.3,7663,18.8,4.0,231,28,32.5,12417,125,37,51554,0,25,6751,5608,0,
742,317,45129,4952,10403,11444,36.1,2.3,15637,25.7,14.0,79,10,144.9,7160,373,27,74511,2,13,4480,2598,1,
3816,277,30067,2702,2387,7118,25.7,2.6,7047,19.0,4.9,155,31,45.9,3322,70,29,48290,0,13,2238,982,0,
747,314,45018,4936,10379,11411,36.3,2.3,15627,25.8,14.0,76,10,150.1,7135,371,25,74331,2,13,4464,2589,1,
1772,117,8209,555,1430,1295,11.1,2.2,892,9.8,12.3,103,19,12.6,967,92,24,11612,0,10,713,241,0,
1773,473,37554,3654,902,9748,20.6,2.6,10644,22.1,1.5,229,23,42.6,4169,32,19,60881,1,16,2935,1023,0,
750,317,45129,4952,10403,11444,36.1,2.3,15637,25.7,14.0,79,10,144.9,7160,373,27,74511,2,13,4479,2599,1,
2799,123,11754,656,860,2752,22.4,4.1,715,5.7,5.5,56,5,49.1,1695,42,8,15525,0,5,935,744,1,
752,93,5594,481,88,1072,11.5,2.2,360,6.0,1.0,70,12,15.3,1291,4,4,8486,5,13,998,263,1,
1777,179,19175,820,1310,3687,20.6,4.4,1075,5.3,5.7,112,14,32.9,2302,83,12,22873,0,9,1740,531,1,
754,107,6344,549,88,1248,11.7,2.3,408,6.0,0.9,76,12,16.4,1454,4,4,9532,5,30,1126,283,1,
243,110,10392,724,77,1826,16.6,2.5,3344,24.3,0.4,104,17,17.6,1777,6,4,20585,4,6,1336,424,1,
244,108,9909,699,108,1748,16.2,2.5,3282,24.9,0.5,103,17,17.0,1651,8,5,19930,4,3,1241,396,1,
2294,167,16195,1070,258,3646,21.8,3.4,1383,7.9,1.1,149,25,24.5,3374,24,9,23347,8,48,1707,1555,1,
1271,80,6044,415,183,1102,13.8,2.7,205,3.3,2.4,57,5,19.3,929,10,9,7536,0,2,638,283,1,
2808,129,12106,703,797,2859,22.2,4.0,730,5.7,5.0,58,5,49.3,1733,36,8,15974,0,12,964,745,1,
2943,496,55174,3987,3755,11700,23.6,2.9,13252,19.4,4.6,335,29,34.9,8579,564,25,81620,1,19,3310,4917,0,
3836,262,34406,1785,1938,8009,30.6,4.5,8005,18.9,3.6,223,30,35.9,11907,129,39,53171,0,23,6874,4970,1,
3837,271,34466,1812,2235,7877,29.1,4.3,7628,18.1,4.2,230,29,34.2,12594,134,40,52905,0,24,6928,5609,1,
256,143,16354,796,1167,2940,20.6,3.7,3931,19.4,4.3,128,32,23.0,2478,52,14,26909,0,81,1451,939,0,
2817,77,8479,600,1305,1409,18.3,2.3,1321,13.5,9.8,66,13,21.3,763,57,18,13380,0,4,397,328,1,
3330,122,9808,689,272,1961,16.1,2.7,346,3.4,1.9,95,11,20.6,1334,13,8,14339,0,1,624,703,1,
2819,101,10728,726,2153,1646,16.3,2.3,1433,11.8,12.9,90,14,18.3,900,127,36,16751,0,4,445,418,1,
1284,335,29699,3049,767,7779,23.2,2.5,7899,21.0,1.5,292,26,26.6,8201,54,23,50275,18,84,5251,2791,1,
3333,351,18935,1725,116,3807,10.8,2.2,958,4.8,0.4,298,60,12.8,1698,8,7,31740,2,3,1243,450,1,
2945,496,55174,3987,3755,11700,23.6,2.9,13252,19.4,4.6,335,29,34.9,8579,564,25,81620,1,19,3310,4917,0,
3336,371,20024,1835,116,3984,10.7,2.2,1006,4.8,0.3,316,61,12.6,1782,8,7,33332,2,5,1287,488,1,
4055,294,38604,2190,8414,7711,26.2,3.4,4261,9.9,16.9,193,22,40.0,4476,618,70,49699,4,23,2734,1660,1,
2319,113,12595,626,2051,2391,21.2,3.8,293,2.3,13.6,57,6,41.9,2065,178,29,15029,0,18,1533,514,1,
1297,227,32472,3811,7359,8561,37.7,2.2,4469,12.1,17.6,62,6,138.1,4171,374,11,41828,0,7,2657,1491,1,
2322,110,12199,606,2003,2313,21.0,3.8,294,2.4,13.7,56,6,41.3,2000,174,28,14588,0,17,1467,516,1,
2836,1260,64609,7662,30527,19277,15.3,2.5,4698,6.8,35.5,142,16,135.8,11409,2424,27,86076,4,163,8385,2831,1,
2837,1260,64609,7662,30527,19277,15.3,2.5,4698,6.8,35.5,142,16,135.8,11409,2424,27,86076,4,163,8385,2831,1,
